huc_6,pca,huc_pca_ratio,pca_huc_ratio
020502,119,0.430552566962634,0.695183247020986
020502,122,0.569447433037487,0.117411058156771
120800,62,0.247366773108506,0.372459367745718
120800,47,0.169700781550947,0.127437282822449
031501,89,0.0576906558133475,0.0389418642932053
031200,94,0.352207719733077,0.0218066644944685
031200,101,0.647792280130289,0.0579848512674035
110200,34,0.95452446199647,0.420903884368332
110200,33,0.0395071847921085,0.020701473527966
110200,31,0.00512927513441541,0.00127620078344571
050902,113,0.161830482132413,0.2503782087986
130500,47,0.0084618882230728,0.00694449724808698
130500,31,0.668393356819438,0.117238577477689
130500,61,0.318021176650105,0.111622987578119
130500,59,0.00512357830738317,0.0897974302341561
060102,118,0.215625719038196,0.150375945124078
060102,92,0.564513713729111,0.112447131153884
060102,110,3.48251214690321e-06,6.73044342534068e-06
060102,94,0.00569049695220493,0.000811986305789236
060102,109,4.82949210101746e-05,1.96134251058093e-05
070200,68,0.273712717642175,0.553640424845229
070200,38,0.0987791014457747,0.0247236746302107
020302,127,0.0799700798715062,0.00221764572435531
020302,132,0.00655477873300959,0.00173247519981751
080301,86,0.214607001659614,0.0187540993848051
080301,87,0.46927073734834,0.00806131877692535
070102,44,0.0304066711922354,0.0338998915533202
070102,43,0.969593328807765,0.173724479832405
020403,123,0.0697862247957075,0.0236429344833891
020403,125,0.110881529714151,0.146421056562298
110600,51,0.0818988462020834,0.068131249319208
070500,46,0.953782864478932,0.453731875764247
031102,101,0.43304206708991,0.104333499099689
100302,18,0.999956087381251,0.179014470217684
100302,17,4.39126186572726e-05,1.0883895973733e-05
121101,61,0.0365053571873338,0.012197780519106
071402,81,0.724783847677809,0.158727226347321
071402,83,0.275216152322195,0.119030336504743
102500,34,0.102280854138384,0.0450773245447316
102500,40,0.277175153726079,0.135997985148405
102500,53,0.111732734171775,0.0451050753777703
150502,28,0.922162957542074,0.0634876034042658
150502,30,0.0778370424579266,0.041038531491326
041201,122,0.170017991422935,0.0147426411743541
041201,127,0.808637512446715,0.0500473961850833
041201,111,0.0213444958503503,0.00769897729738646
150701,28,1,0.10363954919067
010700,130,0.759476372694185,0.410171350418874
010700,131,0.240523627291648,0.148236565237858
101701,40,0.302967523157395,0.0347638732323231
101701,38,0.697032085293283,0.059756330329373
111402,58,0.714839349239511,0.138066687451564
111402,86,0.0341279920219175,0.0382049333564931
102300,40,0.0444924331948772,0.00820799727247837
102300,68,0.0219128978916932,0.024408146326573
102300,41,0.0979487140095152,0.130901770502238
102300,44,0.0124372883507252,0.0152114373432343
180902,12,0.107879264734593,0.0251705924767731
180902,10,0.89212073526541,0.328177067196481
102702,40,0.737243070873259,0.141335941370977
102702,53,0.251053747210982,0.0395981990019467
102702,41,0.011703181915762,0.0162533021131238
090203,37,0.338967254192502,0.147039342765743
090203,42,0.659288683955548,0.518678008676057
070802,45,0.185462682502903,0.107866136652075
030501,95,0.354721911447448,0.681514452885354
030501,97,0.312107922324418,0.24306550866121
030501,96,0.333170166226807,0.223322091657125
120301,63,1,0.21564697434199
050701,117,1,0.237866099440407
070200,44,0.296451229375599,0.658408817891134
070200,45,0.020625071090085,0.0161559069615495
070200,43,0.310284974929312,0.110750347914596
080301,85,0.316122260992104,0.00488884393798206
031602,90,0.515549303494552,0.10524754508865
031602,88,0.0610234434455423,0.0291478183501466
031602,87,0.0427423714282902,0.00739862028686018
031602,89,0.380684881493359,0.10483760652624
180102,9,0.237123071156733,0.05054816333398
180102,8,0.401744943966294,0.412729707787488
180102,6,0.329506109162635,0.273627451347282
180102,7,0.0316258757142887,0.0156999390840336
020403,124,0.0956295890495791,0.433848560339717
020403,126,0.721366624771925,0.25408606449425
090202,37,1,0.295375316037209
040101,43,0.999999999639428,0.0462183899249871
020501,119,0.00402704894495044,0.0105345106398821
020501,122,0.441796141413467,0.14758139944782
020501,127,0.554176809641583,0.132131158533011
170800,2,0.778654055317265,0.180329823632946
170800,1,0.0107565439010521,0.00374265962924223
051201,83,0.334545710906829,0.516693717588148
051201,105,0.50127572741082,0.536824337118069
051201,112,0.0159588330067017,0.0120503477870072
051201,107,0.0636610617388028,0.0825277918026006
160300,12,0.00656647487322744,0.00105574685947302
160300,25,0.993433525126778,0.228493348007599
160503,12,0.768588673899288,0.0295909001161673
160503,10,0.231236423530326,0.0140362008721106
160503,9,0.000174902570648761,9.37572621863948e-06
130302,31,0.99999999995489,0.0619408430945984
031502,90,0.644589863302535,0.1715588703657
031502,89,0.355410136697462,0.127605447264326
090201,37,0.368436619315597,0.117234434664781
090201,42,0.306515179526538,0.176884915117878
090201,36,0.000604027675279766,0.000215762279411598
090201,38,0.0467533950797133,0.00818506169800563
090201,43,0.277690778402869,0.0693276799433761
120200,66,0.551937007975321,0.412894449886309
120200,63,0.448062992024688,0.0824251550592264
102002,40,0.272949094804473,0.016291615562379
102002,41,0.727050905195523,0.314371415279846
111403,57,0.522276001115572,0.661299077773028
111403,58,0.0781454928003825,0.014388364572951
100401,19,0.315835304331072,0.446094079836444
150601,29,0.146776799070485,0.0889709722274951
121004,64,0.00246459722500827,0.000404116118530709
070900,77,0.0738657706759218,0.109751605071464
070900,78,0.21319311759165,0.913091381561811
031101,94,0.0601107940593386,0.00376113172113483
031101,101,0.939889205569511,0.0850219670502473
180500,9,0.999999999060199,0.058770867341427
040301,76,0.0446257906674642,0.0546678495870836
040301,79,0.0374268698183077,0.119923353646409
040301,103,0.00720833858782504,0.00202278239117865
040301,74,0.462572609576749,0.467705540530353
040301,75,0.448166391184813,0.438845956684539
130900,65,0.999999999304887,0.0294328749025246
150200,28,0.575857305618343,0.197749659294526
020402,125,0.16689622288459,0.499266797296898
020402,126,0.33330024850454,0.265951404685857
102600,34,0.0489185005029674,0.0172317052989363
030702,101,0.224516931732336,0.0338115617533645
102901,73,0.00569437789165836,0.0164109031119022
150100,28,0.226456839336802,0.0870023897349071
102600,40,3.49742949340814e-06,1.37157159426925e-06
102600,53,0.560611559019428,0.180883257916949
102600,52,0.390466443048108,0.37803328020409
051402,81,0.368379457891646,0.0905649949839774
051402,108,0.309105198473177,0.363652159742222
051402,93,0.0900639999822375,0.0596258719259529
051402,107,0.232451343652958,0.0947297689116452
031300,90,0.140541181626501,0.0954193409292979
031300,94,0.717823062768048,0.245751034540044
031300,101,0.0555466961764092,0.0274931554968465
030702,94,0.775483068058517,0.0807792923632881
031501,94,0.35580390692673,0.089775413348365
010801,134,1.42569668273793e-06,2.69811983162087e-07
010801,129,0.584353153461139,0.373480493846423
010801,130,0.415645420798213,0.275683039606268
080101,92,0.540914023617957,0.0140846997031468
160202,25,0.843358973385746,0.0448336932353085
080101,81,5.13303010196074e-06,2.12331986972812e-07
070400,75,0.000186634163926403,0.000161961702966407
111401,85,0.0969833098689011,0.0314786142017547
111401,56,0.082453926838197,0.0726490178904836
111401,50,0.642764300362162,0.154714318163915
111401,57,0.0257148514367182,0.0559584848421349
111401,63,0.152083611494015,0.0351228659886784
041503,127,0.999999999646821,0.118592913012092
020401,122,0.503744489799175,0.102389756851724
020401,127,0.348421958924976,0.0505474102941835
020401,126,0.147833551275849,0.13479769978973
010500,134,0.999999997899687,0.16679704575798
051401,108,0.039700529104332,0.0435308515716402
051401,109,0.642758847139642,0.189012213722246
050200,115,0.300914457201964,0.374866720279624
100401,35,0.0662231751438668,0.0385088325518918
180101,9,0.990158598971318,0.124270493392178
180101,8,8.50882717428498e-06,5.14655600456447e-06
180101,6,0.00983289192880231,0.00480738772856826
111402,85,0.247504647688566,0.0490332677000861
051301,118,3.70023204798978e-05,3.28543087646461e-05
051301,92,0.515389085155106,0.130705741360658
130201,34,0.038004059429823,0.00431118140625879
130201,31,0.961995940570162,0.0615753216327147
160202,26,0.156641026614749,0.0449618243740564
111303,48,0.0564167135626287,0.0128488404257471
111303,50,0.94358328643737,0.142615072839109
031601,90,0.0461287419979326,0.0239102370287095
031601,88,0.354130844797548,0.429480647947984
031601,89,0.599740413204521,0.419358338171404
101301,37,0.197045736023895,0.0858636068626093
101301,36,0.399035814018533,0.195200192523124
101301,38,0.403918449957567,0.0968394193567679
030801,102,0.103140763628018,0.119166592676578
030801,101,0.896859236371642,0.209511816428891
060101,118,0.148603276095317,0.109849756141833
060101,95,6.3401823482176e-06,7.04720298406479e-06
060101,92,0.510349680174209,0.107754305961271
060101,97,0.341040703548089,0.153657137005227
060200,94,0.278400190966676,0.0244213782965079
060200,97,0.124775375275315,0.0326050322897971
100902,21,0.00521015759328124,0.00141076726630784
070101,42,0.107754583863333,0.0604876252094213
070101,43,0.892245416136654,0.216681335564154
102901,72,0.0906444926872542,0.0883173726685722
051001,110,0.000108252138464566,9.23546372881295e-05
101800,33,0.0648778772321201,0.0423786269919726
101800,21,0.0593410539807782,0.0372737453295242
101800,39,0.199856076147043,0.317280854492752
111403,63,0.362454603719849,0.0487053949662149
102400,40,0.00648331203203194,0.00173727478490073
111201,50,0.00156400315917629,0.000232343269280938
050200,121,0.056576271597229,0.187931560850688
050200,116,0.571822578106326,0.245694599054819
100200,18,0.153125995506779,0.0417166118875172
100200,16,0.00022415780865844,0.000146140136646568
100200,15,7.63312579596007e-05,1.97182614392732e-05
100200,21,0.0491731271308217,0.0139516532442541
100200,17,0.797400388295781,0.300762982947113
171100,2,0.197473307422504,0.107883582468279
171100,1,0.802515988590038,0.658696299345961
171100,3,1.07030395821099e-05,6.99406571751311e-06
010600,134,0.594298769281665,0.0762534789958296
060200,89,0.0104043050978587,0.00244162117931588
102901,53,0.286053022332,0.0696961628196316
101303,32,0.0676124422222249,0.0784463712536678
101303,36,0.0856924482855481,0.027341811859581
101303,38,0.846695109492229,0.132404245486525
102001,40,0.999818551605421,0.101858847795911
050800,107,0.243875255554126,0.0817850708170959
130600,61,0.00303187198986583,0.00142512627458048
080101,87,0.00498383691025951,0.00015631945032388
120702,64,0.20779672668549,0.0566484659005486
181001,10,1,0.136426981947351
160501,12,0.831670893115232,0.0387254260970509
160501,9,0.168329106884748,0.0109131079347492
111403,85,0.0371239023641753,0.00701113201457957
041505,134,6.53765403414515e-05,1.18820302269473e-06
041505,129,0.999119767072966,0.0613260096655395
041505,130,0.000814855971696475,5.19042027197562e-05
060300,90,0.0048614842517952,0.00169848519748224
060300,88,0.0369978663985771,0.0302438542531194
060300,92,0.308442554439231,0.075855606106654
010600,130,0.403756262864852,0.181562877555464
101102,32,0.000624919322525588,0.000649206997796421
080101,84,0.116396813304471,0.010168933155924
080101,72,0.0336982230866214,0.00239628543364644
080101,93,0.172150865538704,0.019176501202266
060300,94,0.00119570072506449,0.00021064953799324
060300,89,0.648502394185323,0.305642796297072
010100,134,0.999999999777397,0.224399911235853
121102,65,0.999999999246155,0.261417061674217
041506,134,0.999999642553049,3.02786939589352e-05
050200,122,0.0706866930944685,0.0154046168520263
010600,131,0.00194496696887583,0.000998082771561215
130700,62,0.219778923476398,0.424559113115895
130700,47,0.0898627167522271,0.0865778491310029
130700,61,0.690358359771374,0.284463083009407
110300,34,0.0202466130148655,0.00735570400741828
110300,53,0.734323514090675,0.244365841994875
110300,52,0.245429872894467,0.245070186563858
071300,81,0.496970402563194,0.335280861465764
071300,80,0.0891442807081878,0.126102958379341
071300,83,0.205692478118241,0.274054836437707
071300,82,0.208192838610378,1
100401,20,0.331180685277837,0.190522254528398
150100,25,0.115192781525909,0.0486810559891954
150100,13,0.157944031251496,0.5909491299819
150100,27,0.279036081336392,0.626974843070888
150503,28,0.278722556035675,0.0289306783099331
150503,30,0.721277443915294,0.573341102031796
060200,92,0.586420128659978,0.0718099930036344
110800,48,0.000442925911139846,0.00015886538359274
101401,40,0.000151467093290744,3.0250690424542e-05
102801,54,0.78020930772815,0.374695355230667
102801,71,1.41419985755394e-05,1.93688271528877e-05
102801,70,0.219473917417446,0.0639631829225428
030502,96,0.999999999583252,0.331279011103556
080201,85,0.453730617647154,0.0069393801000495
080201,87,0.546269382352885,0.00928027780329837
051002,118,5.61272547286945e-06,3.2479455533654e-06
051002,110,0.253224977403287,0.406082907139542
051002,109,0.74676940987122,0.251649244691256
160502,12,0.885611846031283,0.0342530455694505
160502,10,6.53794831505882e-05,3.98681784661051e-06
160502,9,0.114322774485733,0.00615648831710706
140200,34,0.905173203815501,0.128542381550802
140200,33,0.094826796184288,0.0160020283555861
040103,46,0.881929234913128,0.139429324007847
040103,74,0.0308532624926064,0.00814306133460305
040103,43,0.0872175023387085,0.00580142649383302
100401,18,0.286760835247083,0.0779033327300501
101102,20,0.000690321722953239,0.000269997376240007
050800,113,0.293662326205993,0.462848911121788
170603,15,0.835947647631035,0.144465314186958
102001,41,0.000181448394562535,0.000133914139237422
170701,2,0.47831546698176,0.213887740808731
170701,5,0.521684533018256,0.126274733499898
031501,90,0.577865304938872,0.289153321707027
031501,92,0.0086401323210592,0.00304328389515723
070500,77,0.00138466786456436,0.00179741134076635
070500,74,3.90433602154487e-05,3.10072457833803e-05
070500,75,0.044793424296286,0.0344516862239609
150100,12,0.22137026654939,0.0653953359699788
102801,45,0.000302632855829275,0.000109934950482506
050302,117,0.0199528244919074,0.0190346059888697
050302,112,0.41104746629429,0.100796732789075
050302,116,0.568999709213809,0.22331319283837
031800,88,0.133637923894149,0.0915363280374593
031800,58,0.103625491071212,0.0225763951812291
031800,87,0.762736585013809,0.189330737161051
020200,129,0.0358448065336003,0.0472231128412759
020200,127,0.931616960825174,0.248830242520371
020200,126,0.0164584255610127,0.0276293166307273
020200,131,0.0160798070802423,0.0250870886406373
050702,118,0.232713270061506,0.0829955701878593
050702,110,0.456029102310798,0.450712446875655
050702,109,0.0761191513530121,0.0158089080641145
050702,117,0.235138476274739,0.142929668480476
181002,10,0.823246351815487,0.0907636106512757
181002,11,0.176753648100248,0.29893637325214
140402,24,0.210530519681764,0.0256112581040273
140402,21,0.789469480318249,0.0612966701193119
011000,127,0.0611628244110112,0.0058589888619995
011000,132,0.760539005578717,0.694386046772013
011000,131,0.164844731460193,0.0922388470155364
011000,133,0.0134534383549604,0.056126100084223
031102,94,0.566957932889077,0.0944835306933278
101701,45,3.91549326952625e-07,1.0505230175793e-07
180800,12,0.186103745874461,0.00826706881081667
180800,9,0.0144848517490466,0.000895890685110973
180800,8,0.799411402376534,0.23828409021613
101000,18,0.0505430736567647,0.0136271618346738
101000,36,0.0533099595355069,0.0222324010260485
101000,19,0.0120233399826568,0.016853824888076
101000,35,0.535491866296017,0.309037225086936
101000,20,0.348631760529058,0.199046811276354
100902,24,0.136033801185648,0.0577119384223342
100902,35,0.143539577953313,0.0798826731920472
100902,23,0.204280480134825,0.271663405701171
100902,20,0.158609857826567,0.0873255760571464
100902,22,0.352326125306447,0.70418532012819
111402,56,0.00012124556609412,6.52038357102046e-05
080204,85,1,0.0428149304583339
150602,28,1,0.084129600894626
041000,103,0.173046198811701,0.0475379897617745
041000,111,0.1978636412161,0.289072483652908
041000,105,0.108000051861552,0.0662717264245099
041000,112,0.521090108048915,0.225455108230135
041504,129,0.60351967355622,0.4824036438428
041504,127,0.396480326397021,0.0642507491084373
171002,6,0.0212627819560242,0.00482016480264363
171002,5,0.978737217654802,0.0902274500944945
120601,60,0.51780522262472,0.201735734481969
120601,61,0.12644358894041,0.0209517624869198
120601,63,0.355751188434869,0.0540309273164156
010900,132,0.0133755977001979,0.0115173044629753
010900,131,0.749176638376181,0.395349484989085
010900,133,0.237447762472897,0.934238609669773
030102,99,0.549696345953812,0.163813646678154
030102,98,0.450303653198245,0.115438117182911
102902,73,0.244386214134466,0.167507983235874
102902,55,0.0467265972469742,0.0116761732420066
102902,84,0.531159084922285,0.151218420282789
102902,72,0.177728103696255,0.0411844655530191
030202,98,0.999999999427573,0.190969883185832
170103,15,0.343285158209216,0.0415973278835346
170103,3,0.342675307697969,0.107305324817305
170103,14,0.313946793364207,0.268102617811535
170103,17,9.27407288081682e-05,1.64082645881499e-05
130202,31,1,0.206664836289718
070600,69,0.378951226259553,0.43467356743916
070600,68,0.0466382779955698,0.0476604486161699
070600,80,0.0996661879919709,0.0676943382941258
070600,46,0.00800726323019313,0.00343194639410637
070600,77,0.189886100371426,0.22207601466407
070600,70,0.27685094415129,0.087900661483786
050400,111,0.107157626099087,0.106014510295802
050400,112,0.892842373900913,0.261591431872028
050800,112,0.320690786401408,0.0626418943756417
102400,53,0.108942756281585,0.0240179955764927
111402,57,0.00340676548390998,0.00452494224699583
102300,38,2.61231427002993e-07,3.60060547693748e-08
102300,45,0.823208405321778,0.355097694101449
080702,58,0.777922886781576,0.093535919313617
080702,87,0.222077113218424,0.0304231532201113
080302,88,0.271804348696442,0.288330083686359
080302,92,3.20828090466424e-05,1.02390314860594e-05
140802,29,0.352318260075363,0.327205748676715
140802,25,0.413994393662786,0.0602176419901912
160201,25,0.348131379348181,0.0120778333241632
160201,26,0.648898523219547,0.12155393015763
051001,109,0.999891747861573,0.179257010780685
102901,55,0.454475476806188,0.477500927028999
102901,84,0.103120715941974,0.123439283758942
102901,54,0.0600119143409257,0.0549373215804068
160201,21,0.0029700974321196,0.000149207766266261
170200,4,0.208451921097014,1
170200,2,0.0164469569595543,0.0145576905732154
170200,1,0.152679911710887,0.203036163605185
170200,3,0.622421210196447,0.65897195136569
110901,47,0.0604703384010727,0.0286270114800735
110901,48,0.735730799817248,0.214432759361663
110901,50,4.02678632865533e-05,7.7886075083644e-06
110901,31,0.203460176740238,0.0205862821200879
110901,49,0.00029841717816085,0.000529964202837223
050800,105,0.0216968916961389,0.00601080987180242
050800,114,0.120074740142307,0.287308080150642
170603,3,0.000541858892386774,0.000241990750966526
170603,14,0.163467302885911,0.199090253850311
170603,17,4.31905909985312e-05,1.08982155435535e-05
160102,16,0.53369094269222,0.116171693025987
160102,25,0.409035801056537,0.0267595709273869
160102,26,0.0572732562510629,0.0202309398029591
051302,92,0.717970146709557,0.123060814452769
051302,108,0.0331944052084919,0.0432529218627484
051302,93,0.248835448081945,0.182459490250728
051100,92,0.0445776975663704,0.00976770983084955
051100,108,0.329918030910784,0.549564066823398
051100,109,0.336890721292112,0.150501997504434
051100,93,0.288613550230734,0.270540721377614
120903,64,0.855484676739567,0.0886949253530692
120903,65,0.144515323254557,0.0104342138037456
010300,134,0.999999999962955,0.181500443586291
100600,36,0.0603006780277733,0.0196212282192283
100600,19,0.0959841511184864,0.104978135938654
100600,35,0.843715170782878,0.379909150525975
150601,28,0.853223200929515,0.0736390382972019
090203,43,0.00174406179055206,0.000593595334780437
020503,120,0.0331105224233901,0.251999471468972
020503,119,0.033317348542995,0.0710266926124583
020503,122,0.903017284522053,0.245826937511574
020503,123,0.0305548445115821,0.0358908403079096
041501,127,0.999999999811588,0.0476762738994451
030101,118,0.285415632419097,0.231478392555029
030101,99,0.357259904592068,0.136900999625831
030101,97,0.0990465895849404,0.0489607471206035
030101,98,0.258277873400283,0.0851385166715859
060400,88,0.0046114170594894,0.00294219502612739
060400,92,0.866743962156274,0.16637222127825
060400,93,0.128644620784233,0.105638550054671
080703,58,1,0.019940012690265
150400,28,0.477617803282798,0.0920911748227288
150400,31,0.516056157102727,0.0782597822815887
150400,29,0.00632603961447793,0.00856672618568251
051301,110,0.00474033434992118,0.0116639480776174
051301,109,0.249646478545915,0.129081198906753
051301,93,0.230187099628564,0.249736050504151
040201,46,0.00207279632432051,0.000535356874391097
040201,74,0.977531652846348,0.421486638922158
040201,75,0.020395550666521,0.00851664674037659
180200,9,0.279921813146713,0.0292109671113237
180200,8,0.625751880269283,0.314698807862412
102701,54,0.00128972143023737,0.000434209450385616
120401,64,0.198404432671778,0.0284668945171977
120401,67,0.402917796087707,0.359148014421174
120401,66,0.398677771239931,0.119208875561554
071200,104,0.000645611083174087,0.00250845230906706
071200,105,0.281536394770011,0.158848211159982
180701,10,0.997128521508384,0.0698897630489555
180701,9,0.00287147801709735,0.000177739239789437
130600,47,0.47037200296106,0.516963492037666
130600,31,0.526596125049075,0.123697510357265
041100,122,0.00319756756723674,0.000287907475878534
041100,111,0.98679766235679,0.369596668018103
041100,112,0.0100047699568281,0.00110972031491781
102802,54,0.291401887402318,0.0544773574041117
102802,71,0.306842356182849,0.163592855498664
102802,72,0.104325397394516,0.0207581400088363
102802,70,0.297430359020317,0.0337434074807817
120302,64,0.0886969098155933,0.0194279290200126
120302,66,0.333296831756169,0.152141275383001
120302,63,0.578006258421518,0.0648813049209724
150802,30,0.999999991754894,0.0105141349040053
010802,129,0.0683776663145102,0.035566739735172
010802,130,0.101020033184779,0.0545295363779616
010802,132,0.286431785170717,0.287894090533867
010802,131,0.544170515302963,0.335201419312302
080101,85,0.131851104511906,0.00372307205900123
120702,61,0.00214359778071391,0.000326730330909528
120702,63,0.790059675533795,0.110376943505993
071401,81,0.380923551913673,0.161970712316457
071401,73,0.23240263483174,0.502471145311578
071401,84,0.0544578218785129,0.0489048153442926
071401,72,0.332215991376077,0.24283379918285
101302,36,0.989988692807162,0.302193322935833
101302,38,0.0100113071928378,0.00149773692731574
031402,90,0.671236845277732,0.105284257205725
031402,91,0.32876315471895,0.198748261901043
050100,119,0.0741063494761793,0.201053380758722
050100,122,0.614287814785795,0.212818857997542
050100,115,0.147544656709323,0.292201398976168
050100,127,0.164061179028671,0.0405687125095957
030802,102,0.486571276033269,0.0910148443450156
030802,101,0.513428720937284,0.0194180663266962
140300,34,0.427092534186546,0.0631953707109379
140300,33,0.0958166500861717,0.0168474266390662
140300,25,0.477090815727271,0.0557078378868339
130100,34,0.96000245369233,0.12928184267357
130100,31,0.0399975463076826,0.00303924479085529
070900,79,0.110096851653687,0.317164333980843
070900,80,0.397989299950151,0.34342749590696
130401,31,3.90975801055741e-05,6.90195811745388e-07
130401,61,0.540399429201101,0.0190895859920428
130401,59,0.459561472961238,0.810621594574062
101600,37,0.239609198246485,0.135452590097214
101600,36,0.0675612014529463,0.0428753295614298
101600,38,0.692829600300569,0.215489771812898
101800,40,0.0249168239261205,0.0152485314775082
101800,24,0.651008168713935,0.640690861177675
