huc_8,huc_6,huc_4,huc_2
11040003,110400,1104,11
11040004,110400,1104,11
11040005,110400,1104,11
11040006,110400,1104,11
11040007,110400,1104,11
11040008,110400,1104,11
11050001,110500,1105,11
11050002,110500,1105,11
11050003,110500,1105,11
11060001,110600,1106,11
11060002,110600,1106,11
11060003,110600,1106,11
11060004,110600,1106,11
11060005,110600,1106,11
11060006,110600,1106,11
11070101,110701,1107,11
11070102,110701,1107,11
11070103,110701,1107,11
11070104,110701,1107,11
11070105,110701,1107,11
11070106,110701,1107,11
11070107,110701,1107,11
11070201,110702,1107,11
11070202,110702,1107,11
11070203,110702,1107,11
11070204,110702,1107,11
11070205,110702,1107,11
11070206,110702,1107,11
11070207,110702,1107,11
11070208,110702,1107,11
11070209,110702,1107,11
11080001,110800,1108,11
11080002,110800,1108,11
11080003,110800,1108,11
11080004,110800,1108,11
11080005,110800,1108,11
11080006,110800,1108,11
11080007,110800,1108,11
11080008,110800,1108,11
11090101,110901,1109,11
11090102,110901,1109,11
11090103,110901,1109,11
11090104,110901,1109,11
11090105,110901,1109,11
11090106,110901,1109,11
11090201,110902,1109,11
11090202,110902,1109,11
11090203,110902,1109,11
11090204,110902,1109,11
11100101,111001,1110,11
11100102,111001,1110,11
11100103,111001,1110,11
11100104,111001,1110,11
11100201,111002,1110,11
11100202,111002,1110,11
11100203,111002,1110,11
11100301,111003,1110,11
11100302,111003,1110,11
11100303,111003,1110,11
11110101,111101,1111,11
11110102,111101,1111,11
11110103,111101,1111,11
11110104,111101,1111,11
11110105,111101,1111,11
11110201,111102,1111,11
11110202,111102,1111,11
11110203,111102,1111,11
11110204,111102,1111,11
11110205,111102,1111,11
11110206,111102,1111,11
11110207,111102,1111,11
11120101,111201,1112,11
11120102,111201,1112,11
11120103,111201,1112,11
11120104,111201,1112,11
11120105,111201,1112,11
11120201,111202,1112,11
11120202,111202,1112,11
11120301,111203,1112,11
11120302,111203,1112,11
11120303,111203,1112,11
11120304,111203,1112,11
11130101,111301,1113,11
11130102,111301,1113,11
11130103,111301,1113,11
11130104,111301,1113,11
11130105,111301,1113,11
11130201,111302,1113,11
11130202,111302,1113,11
11130203,111302,1113,11
11130204,111302,1113,11
11130205,111302,1113,11
11130206,111302,1113,11
11130207,111302,1113,11
11130208,111302,1113,11
11130209,111302,1113,11
11130210,111302,1113,11
11130301,111303,1113,11
11130302,111303,1113,11
11130303,111303,1113,11
11130304,111303,1113,11
11140101,111401,1114,11
11140102,111401,1114,11
11140103,111401,1114,11
11140104,111401,1114,11
11140105,111401,1114,11
11140106,111401,1114,11
11140107,111401,1114,11
11140108,111401,1114,11
11140109,111401,1114,11
11140201,111402,1114,11
11140202,111402,1114,11
11140203,111402,1114,11
11140204,111402,1114,11
11140205,111402,1114,11
11140206,111402,1114,11
11140207,111402,1114,11
11140208,111402,1114,11
11140209,111402,1114,11
11140301,111403,1114,11
11140302,111403,1114,11
11140303,111403,1114,11
11140304,111403,1114,11
11140305,111403,1114,11
11140306,111403,1114,11
11140307,111403,1114,11
12010001,120100,1201,12
12010002,120100,1201,12
12010003,120100,1201,12
12010004,120100,1201,12
12010005,120100,1201,12
12020001,120200,1202,12
12020002,120200,1202,12
12020003,120200,1202,12
12020004,120200,1202,12
12020005,120200,1202,12
12020006,120200,1202,12
12020007,120200,1202,12
12030101,120301,1203,12
12030102,120301,1203,12
12030103,120301,1203,12
12030104,120301,1203,12
12030105,120301,1203,12
12030106,120301,1203,12
12030107,120301,1203,12
12030108,120301,1203,12
12030109,120301,1203,12
12030201,120302,1203,12
12030202,120302,1203,12
12030203,120302,1203,12
12040101,120401,1204,12
12040102,120401,1204,12
12040103,120401,1204,12
12040104,120401,1204,12
12040201,120402,1204,12
12040202,120402,1204,12
12040203,120402,1204,12
12040204,120402,1204,12
12040205,120402,1204,12
12050001,120500,1205,12
12050002,120500,1205,12
12050003,120500,1205,12
12050004,120500,1205,12
12050005,120500,1205,12
12050006,120500,1205,12
12050007,120500,1205,12
12060101,120601,1206,12
12060102,120601,1206,12
12060103,120601,1206,12
12060104,120601,1206,12
12060105,120601,1206,12
12060201,120602,1206,12
12060202,120602,1206,12
12060203,120602,1206,12
12060204,120602,1206,12
12070101,120701,1207,12
12070102,120701,1207,12
12070103,120701,1207,12
12070104,120701,1207,12
12070201,120702,1207,12
12070202,120702,1207,12
12070203,120702,1207,12
12070204,120702,1207,12
12070205,120702,1207,12
12080001,120800,1208,12
12080002,120800,1208,12
12080003,120800,1208,12
12080004,120800,1208,12
12080005,120800,1208,12
12080006,120800,1208,12
12080007,120800,1208,12
12080008,120800,1208,12
12090101,120901,1209,12
12090102,120901,1209,12
12090103,120901,1209,12
12090104,120901,1209,12
12090105,120901,1209,12
12090106,120901,1209,12
12090107,120901,1209,12
12090108,120901,1209,12
12090109,120901,1209,12
12090110,120901,1209,12
12090201,120902,1209,12
12090202,120902,1209,12
12090203,120902,1209,12
12090204,120902,1209,12
12090205,120902,1209,12
12090206,120902,1209,12
12090301,120903,1209,12
12090302,120903,1209,12
12090401,120904,1209,12
12090402,120904,1209,12
12100101,121001,1210,12
12100102,121001,1210,12
12100201,121002,1210,12
12100202,121002,1210,12
12100203,121002,1210,12
12100204,121002,1210,12
12100301,121003,1210,12
12100302,121003,1210,12
12100303,121003,1210,12
12100304,121003,1210,12
12100401,121004,1210,12
12100402,121004,1210,12
12100403,121004,1210,12
12100404,121004,1210,12
12100405,121004,1210,12
12100406,121004,1210,12
12100407,121004,1210,12
12110101,121101,1211,12
12110102,121101,1211,12
12110103,121101,1211,12
12110104,121101,1211,12
12110105,121101,1211,12
12110106,121101,1211,12
12110107,121101,1211,12
12110108,121101,1211,12
12110109,121101,1211,12
12110110,121101,1211,12
12110111,121101,1211,12
12110201,121102,1211,12
12110202,121102,1211,12
12110203,121102,1211,12
12110204,121102,1211,12
12110205,121102,1211,12
12110206,121102,1211,12
12110207,121102,1211,12
12110208,121102,1211,12
13010001,130100,1301,13
13010002,130100,1301,13
13010003,130100,1301,13
13010004,130100,1301,13
13010005,130100,1301,13
13020101,130201,1302,13
13020102,130201,1302,13
13020201,130202,1302,13
13020202,130202,1302,13
13020203,130202,1302,13
13020204,130202,1302,13
13020205,130202,1302,13
13020206,130202,1302,13
13020207,130202,1302,13
13020208,130202,1302,13
13020209,130202,1302,13
13020210,130202,1302,13
13020211,130202,1302,13
13030101,130301,1303,13
13030102,130301,1303,13
13030103,130301,1303,13
13030200,130302,1303,13
13030201,130302,1303,13
13030202,130302,1303,13
13040100,130401,1304,13
13040201,130402,1304,13
13040202,130402,1304,13
13040203,130402,1304,13
13040204,130402,1304,13
13040205,130402,1304,13
13040206,130402,1304,13
13040207,130402,1304,13
13040208,130402,1304,13
13040209,130402,1304,13
13040210,130402,1304,13
13040211,130402,1304,13
13040212,130402,1304,13
13040301,130403,1304,13
13040302,130403,1304,13
13040303,130403,1304,13
13050001,130500,1305,13
13050002,130500,1305,13
13050003,130500,1305,13
13050004,130500,1305,13
13060001,130600,1306,13
13060002,130600,1306,13
13060003,130600,1306,13
13060004,130600,1306,13
13060005,130600,1306,13
13060006,130600,1306,13
13060007,130600,1306,13
13060008,130600,1306,13
13060009,130600,1306,13
13060010,130600,1306,13
13060011,130600,1306,13
13070001,130700,1307,13
13070002,130700,1307,13
13070003,130700,1307,13
13070004,130700,1307,13
13070005,130700,1307,13
13070006,130700,1307,13
13070007,130700,1307,13
13070008,130700,1307,13
13070009,130700,1307,13
13070010,130700,1307,13
13070011,130700,1307,13
13070012,130700,1307,13
13080001,130800,1308,13
13080002,130800,1308,13
13080003,130800,1308,13
13090001,130900,1309,13
13090002,130900,1309,13
14010001,140100,1401,14
14010002,140100,1401,14
14010003,140100,1401,14
14010004,140100,1401,14
14010005,140100,1401,14
14020001,140200,1402,14
14020002,140200,1402,14
14020003,140200,1402,14
14020004,140200,1402,14
14020005,140200,1402,14
14020006,140200,1402,14
14030001,140300,1403,14
14030002,140300,1403,14
14030003,140300,1403,14
14030004,140300,1403,14
14030005,140300,1403,14
14040101,140401,1404,14
14040102,140401,1404,14
14040103,140401,1404,14
14040104,140401,1404,14
14040105,140401,1404,14
14040106,140401,1404,14
14040107,140401,1404,14
14040108,140401,1404,14
14040109,140401,1404,14
14040200,140402,1404,14
14050001,140500,1405,14
14050002,140500,1405,14
14050003,140500,1405,14
14050004,140500,1405,14
14050005,140500,1405,14
14050006,140500,1405,14
14050007,140500,1405,14
14060001,140600,1406,14
14060002,140600,1406,14
14060003,140600,1406,14
14060004,140600,1406,14
14060005,140600,1406,14
14060006,140600,1406,14
14060007,140600,1406,14
14060008,140600,1406,14
14060009,140600,1406,14
14070001,140700,1407,14
14070002,140700,1407,14
14070003,140700,1407,14
14070004,140700,1407,14
14070005,140700,1407,14
14070006,140700,1407,14
14070007,140700,1407,14
14080101,140801,1408,14
14080102,140801,1408,14
14080103,140801,1408,14
14080104,140801,1408,14
14080105,140801,1408,14
14080106,140801,1408,14
14080107,140801,1408,14
14080201,140802,1408,14
14080202,140802,1408,14
14080203,140802,1408,14
14080204,140802,1408,14
14080205,140802,1408,14
15010001,150100,1501,15
15010002,150100,1501,15
15010003,150100,1501,15
15010004,150100,1501,15
15010005,150100,1501,15
15010006,150100,1501,15
15010007,150100,1501,15
15010008,150100,1501,15
15010009,150100,1501,15
15010010,150100,1501,15
15010011,150100,1501,15
15010012,150100,1501,15
15010013,150100,1501,15
15010014,150100,1501,15
15010015,150100,1501,15
15020001,150200,1502,15
15020002,150200,1502,15
15020003,150200,1502,15
15020004,150200,1502,15
15020005,150200,1502,15
15020006,150200,1502,15
15020007,150200,1502,15
15020008,150200,1502,15
15020009,150200,1502,15
15020010,150200,1502,15
15020011,150200,1502,15
15020012,150200,1502,15
15020013,150200,1502,15
15020014,150200,1502,15
15020015,150200,1502,15
15020016,150200,1502,15
15020017,150200,1502,15
15020018,150200,1502,15
15030101,150301,1503,15
15030102,150301,1503,15
15030103,150301,1503,15
15030104,150301,1503,15
15030105,150301,1503,15
15030106,150301,1503,15
15030107,150301,1503,15
15030108,150301,1503,15
15030201,150302,1503,15
15030202,150302,1503,15
15030203,150302,1503,15
15030204,150302,1503,15
15040001,150400,1504,15
15040002,150400,1504,15
15040003,150400,1504,15
15040004,150400,1504,15
15040005,150400,1504,15
15040006,150400,1504,15
15040007,150400,1504,15
15050100,150501,1505,15
15050201,150502,1505,15
15050202,150502,1505,15
15050203,150502,1505,15
15050301,150503,1505,15
15050302,150503,1505,15
15050303,150503,1505,15
15050304,150503,1505,15
15050305,150503,1505,15
15050306,150503,1505,15
15060101,150601,1506,15
15060102,150601,1506,15
15060103,150601,1506,15
15060104,150601,1506,15
15060105,150601,1506,15
15060106,150601,1506,15
15060201,150602,1506,15
15060202,150602,1506,15
15060203,150602,1506,15
15070101,150701,1507,15
15070102,150701,1507,15
15070103,150701,1507,15
15070104,150701,1507,15
15070201,150702,1507,15
15070202,150702,1507,15
15070203,150702,1507,15
15080101,150801,1508,15
15080102,150801,1508,15
15080103,150801,1508,15
15080200,150802,1508,15
15080301,150803,1508,15
15080302,150803,1508,15
15080303,150803,1508,15
16010101,160101,1601,16
16010102,160101,1601,16
16010201,160102,1601,16
16010202,160102,1601,16
16010203,160102,1601,16
16010204,160102,1601,16
16020101,160201,1602,16
16020102,160201,1602,16
16020201,160202,1602,16
16020202,160202,1602,16
16020203,160202,1602,16
16020204,160202,1602,16
16020301,160203,1602,16
16020302,160203,1602,16
16020303,160203,1602,16
16020304,160203,1602,16
16020305,160203,1602,16
16020306,160203,1602,16
16020307,160203,1602,16
16020308,160203,1602,16
16020309,160203,1602,16
16020310,160203,1602,16
16030001,160300,1603,16
16030002,160300,1603,16
16030003,160300,1603,16
16030004,160300,1603,16
16030005,160300,1603,16
16030006,160300,1603,16
16030007,160300,1603,16
16030008,160300,1603,16
16030009,160300,1603,16
16040101,160401,1604,16
16040102,160401,1604,16
16040103,160401,1604,16
16040104,160401,1604,16
16040105,160401,1604,16
16040106,160401,1604,16
16040107,160401,1604,16
16040108,160401,1604,16
16040109,160401,1604,16
16040201,160402,1604,16
16040202,160402,1604,16
16040203,160402,1604,16
16040204,160402,1604,16
16040205,160402,1604,16
16050101,160501,1605,16
16050102,160501,1605,16
16050103,160501,1605,16
16050104,160501,1605,16
16050201,160502,1605,16
16050202,160502,1605,16
16050203,160502,1605,16
16050301,160503,1605,16
16050302,160503,1605,16
16050303,160503,1605,16
16050304,160503,1605,16
16060001,160600,1606,16
16060002,160600,1606,16
16060003,160600,1606,16
16060004,160600,1606,16
16060005,160600,1606,16
16060006,160600,1606,16
16060007,160600,1606,16
16060008,160600,1606,16
16060009,160600,1606,16
16060010,160600,1606,16
16060011,160600,1606,16
16060012,160600,1606,16
16060013,160600,1606,16
16060014,160600,1606,16
16060015,160600,1606,16
17010101,170101,1701,17
17010102,170101,1701,17
17010103,170101,1701,17
17010104,170101,1701,17
17010105,170101,1701,17
17010106,170101,1701,17
17010201,170102,1701,17
17010202,170102,1701,17
17010203,170102,1701,17
17010204,170102,1701,17
17010205,170102,1701,17
17010206,170102,1701,17
17010207,170102,1701,17
17010208,170102,1701,17
17010209,170102,1701,17
17010210,170102,1701,17
17010211,170102,1701,17
17010212,170102,1701,17
17010213,170102,1701,17
17010214,170102,1701,17
17010215,170102,1701,17
17010216,170102,1701,17
17010301,170103,1701,17
17010302,170103,1701,17
17010303,170103,1701,17
17010304,170103,1701,17
17010305,170103,1701,17
17010306,170103,1701,17
17010307,170103,1701,17
17010308,170103,1701,17
17020001,170200,1702,17
17020002,170200,1702,17
17020003,170200,1702,17
17020004,170200,1702,17
17020005,170200,1702,17
17020006,170200,1702,17
17020007,170200,1702,17
17020008,170200,1702,17
17020009,170200,1702,17
17020010,170200,1702,17
17020011,170200,1702,17
17020012,170200,1702,17
17020013,170200,1702,17
17020014,170200,1702,17
17020015,170200,1702,17
17020016,170200,1702,17
17030001,170300,1703,17
17030002,170300,1703,17
17030003,170300,1703,17
17040101,170401,1704,17
17040102,170401,1704,17
17040103,170401,1704,17
17040104,170401,1704,17
17040105,170401,1704,17
17040201,170402,1704,17
17040202,170402,1704,17
17040203,170402,1704,17
17040204,170402,1704,17
17040205,170402,1704,17
17040206,170402,1704,17
17040207,170402,1704,17
17040208,170402,1704,17
17040209,170402,1704,17
17040210,170402,1704,17
17040211,170402,1704,17
17040212,170402,1704,17
17040213,170402,1704,17
17040214,170402,1704,17
17040215,170402,1704,17
17040216,170402,1704,17
17040217,170402,1704,17
17040218,170402,1704,17
17040219,170402,1704,17
17040220,170402,1704,17
17040221,170402,1704,17
17050101,170501,1705,17
17050102,170501,1705,17
17050103,170501,1705,17
17050104,170501,1705,17
17050105,170501,1705,17
17050106,170501,1705,17
17050107,170501,1705,17
17050108,170501,1705,17
17050109,170501,1705,17
17050110,170501,1705,17
17050111,170501,1705,17
17050112,170501,1705,17
17050113,170501,1705,17
17050114,170501,1705,17
17050115,170501,1705,17
17050116,170501,1705,17
17050117,170501,1705,17
17050118,170501,1705,17
17050119,170501,1705,17
17050120,170501,1705,17
17050121,170501,1705,17
17050122,170501,1705,17
17050123,170501,1705,17
17050124,170501,1705,17
17050201,170502,1705,17
17050202,170502,1705,17
17050203,170502,1705,17
17060101,170601,1706,17
17060102,170601,1706,17
17060103,170601,1706,17
17060104,170601,1706,17
17060105,170601,1706,17
17060106,170601,1706,17
17060107,170601,1706,17
17060108,170601,1706,17
17060109,170601,1706,17
17060110,170601,1706,17
17060201,170602,1706,17
17060202,170602,1706,17
17060203,170602,1706,17
17060204,170602,1706,17
17060205,170602,1706,17
17060206,170602,1706,17
17060207,170602,1706,17
17060208,170602,1706,17
17060209,170602,1706,17
17060210,170602,1706,17
17060301,170603,1706,17
17060302,170603,1706,17
17060303,170603,1706,17
17060304,170603,1706,17
17060305,170603,1706,17
17060306,170603,1706,17
17060307,170603,1706,17
17060308,170603,1706,17
17070101,170701,1707,17
17070102,170701,1707,17
17070103,170701,1707,17
17070104,170701,1707,17
17070105,170701,1707,17
17070106,170701,1707,17
17070201,170702,1707,17
17070202,170702,1707,17
17070203,170702,1707,17
17070204,170702,1707,17
17070301,170703,1707,17
17070302,170703,1707,17
17070303,170703,1707,17
17070304,170703,1707,17
17070305,170703,1707,17
17070306,170703,1707,17
17070307,170703,1707,17
17080001,170800,1708,17
17080002,170800,1708,17
17080003,170800,1708,17
17080004,170800,1708,17
17080005,170800,1708,17
17080006,170800,1708,17
17090001,170900,1709,17
17090002,170900,1709,17
17090003,170900,1709,17
17090004,170900,1709,17
17090005,170900,1709,17
17090006,170900,1709,17
17090007,170900,1709,17
17090008,170900,1709,17
17090009,170900,1709,17
17090010,170900,1709,17
17090011,170900,1709,17
17090012,170900,1709,17
17100101,171001,1710,17
17100102,171001,1710,17
17100103,171001,1710,17
17100104,171001,1710,17
17100105,171001,1710,17
17100106,171001,1710,17
17100201,171002,1710,17
17100202,171002,1710,17
17100203,171002,1710,17
17100204,171002,1710,17
17100205,171002,1710,17
17100206,171002,1710,17
17100207,171002,1710,17
17100301,171003,1710,17
17100302,171003,1710,17
17100303,171003,1710,17
17100304,171003,1710,17
17100305,171003,1710,17
17100306,171003,1710,17
17100307,171003,1710,17
17100308,171003,1710,17
17100309,171003,1710,17
17100310,171003,1710,17
17100311,171003,1710,17
17100312,171003,1710,17
17110001,171100,1711,17
17110002,171100,1711,17
17110003,171100,1711,17
17110004,171100,1711,17
17110005,171100,1711,17
17110006,171100,1711,17
17110007,171100,1711,17
17110008,171100,1711,17
17110009,171100,1711,17
17110010,171100,1711,17
17110011,171100,1711,17
17110012,171100,1711,17
17110013,171100,1711,17
17110014,171100,1711,17
17110015,171100,1711,17
17110016,171100,1711,17
17110017,171100,1711,17
17110018,171100,1711,17
17110019,171100,1711,17
17110020,171100,1711,17
17110021,171100,1711,17
17120001,171200,1712,17
17120002,171200,1712,17
17120003,171200,1712,17
17120004,171200,1712,17
17120005,171200,1712,17
17120006,171200,1712,17
17120007,171200,1712,17
17120008,171200,1712,17
17120009,171200,1712,17
18010101,180101,1801,18
18010102,180101,1801,18
18010103,180101,1801,18
18010104,180101,1801,18
18010105,180101,1801,18
18010106,180101,1801,18
18010107,180101,1801,18
18010108,180101,1801,18
18010109,180101,1801,18
18010110,180101,1801,18
18010201,180102,1801,18
18010202,180102,1801,18
18010203,180102,1801,18
18010204,180102,1801,18
18010205,180102,1801,18
18010206,180102,1801,18
18010207,180102,1801,18
18010208,180102,1801,18
18010209,180102,1801,18
18010210,180102,1801,18
18010211,180102,1801,18
18010212,180102,1801,18
18020001,180200,1802,18
18020002,180200,1802,18
18020003,180200,1802,18
18020004,180200,1802,18
18020005,180200,1802,18
18020104,180201,1802,18
18020111,180201,1802,18
18020115,180201,1802,18
18020116,180201,1802,18
18020121,180201,1802,18
18020122,180201,1802,18
18020123,180201,1802,18
18020125,180201,1802,18
18020126,180201,1802,18
18020128,180201,1802,18
18020129,180201,1802,18
18020151,180201,1802,18
18020152,180201,1802,18
18020153,180201,1802,18
18020154,180201,1802,18
18020155,180201,1802,18
18020156,180201,1802,18
18020157,180201,1802,18
18020158,180201,1802,18
18020159,180201,1802,18
18020161,180201,1802,18
18020162,180201,1802,18
18020163,180201,1802,18
18030001,180300,1803,18
18030002,180300,1803,18
18030003,180300,1803,18
18030004,180300,1803,18
18030005,180300,1803,18
18030006,180300,1803,18
18030007,180300,1803,18
18030009,180300,1803,18
18030010,180300,1803,18
18030012,180300,1803,18
18040001,180400,1804,18
18040002,180400,1804,18
18040003,180400,1804,18
18040006,180400,1804,18
18040007,180400,1804,18
18040008,180400,1804,18
18040009,180400,1804,18
18040010,180400,1804,18
18040011,180400,1804,18
18040012,180400,1804,18
18040013,180400,1804,18
18040014,180400,1804,18
18040051,180400,1804,18
18050001,180500,1805,18
18050002,180500,1805,18
18050003,180500,1805,18
18050004,180500,1805,18
18050005,180500,1805,18
18050006,180500,1805,18
18060002,180600,1806,18
18060003,180600,1806,18
18060004,180600,1806,18
18060005,180600,1806,18
18060006,180600,1806,18
18060007,180600,1806,18
18060008,180600,1806,18
18060009,180600,1806,18
18060010,180600,1806,18
18060013,180600,1806,18
18060014,180600,1806,18
18060015,180600,1806,18
18070101,180701,1807,18
18070102,180701,1807,18
18070103,180701,1807,18
18070104,180701,1807,18
18070105,180701,1807,18
18070106,180701,1807,18
18070107,180701,1807,18
18070201,180702,1807,18
18070202,180702,1807,18
18070203,180702,1807,18
18070204,180702,1807,18
18070301,180703,1807,18
18070302,180703,1807,18
18070303,180703,1807,18
18070304,180703,1807,18
18070305,180703,1807,18
18080001,180800,1808,18
18080002,180800,1808,18
18080003,180800,1808,18
18090101,180901,1809,18
18090102,180901,1809,18
18090103,180901,1809,18
18090201,180902,1809,18
18090202,180902,1809,18
18090203,180902,1809,18
18090204,180902,1809,18
18090205,180902,1809,18
18090206,180902,1809,18
18090207,180902,1809,18
18090208,180902,1809,18
18100100,181001,1810,18
18100201,181002,1810,18
18100202,181002,1810,18
18100203,181002,1810,18
18100204,181002,1810,18
