huc_4,pca,huc_pca_ratio,pca_huc_ratio
1407,25,0.867091258065853,0.164821113723409
0304,118,0.00641118798691146,0.00984933891236221
0304,95,0.0104797903088594,0.0242083663050718
0304,97,0.345338602607141,0.323362389827847
0304,96,0.412958119845027,0.332810811573261
0304,98,0.22481229918097,0.140376630353949
1602,12,0.133135157574699,0.0372697481366848
1602,16,0.0248538252463951,0.0331174463648171
1602,25,0.76474532578059,0.306258231471862
1602,26,0.0770083879430721,0.166515754531764
1104,49,0.0960288821994838,0.202262681731571
0803,85,0.0135218405568533,0.00488884393798206
0803,88,0.260178166300434,0.288330083686359
1029,55,0.376131929167974,0.489177100271006
1503,27,0.293007036820168,0.373025156929105
1017,40,0.120315965215038,0.0347638732323231
1017,38,0.68673560127127,0.14824959958103
1017,44,0.099559267497068,0.190712910456086
1210,64,0.464401263308149,0.282585199944202
1210,65,0.535598736385228,0.226962893167472
1029,73,0.0515558533756769,0.183918886347778
1029,53,0.231091722116171,0.0696961628196316
1104,31,0.0825794665007959,0.00990972828818001
1104,52,0.244415175761246,0.142870280429602
1022,40,0.846169924590693,0.116679146360096
0803,92,3.0710496235823e-05,1.02390314860594e-05
0803,86,0.0100424087518923,0.0205167935960382
0803,87,0.71622687389459,0.287642134587739
1803,10,0.632544664169042,0.159748563616012
1803,9,0.367455335830889,0.0819531623903554
1112,47,0.0451837797857974,0.03148329652282
1112,48,0.603104700592069,0.258719366119277
1112,50,0.236805761775028,0.0674151533539921
1112,60,0.114905757847106,0.0805111756467863
0809,58,0.999999998126954,0.180714842661713
1205,47,0.18698048412887,0.126640092285237
1205,48,0.548694902287806,0.228793903286728
1707,7,0.0100451857118615,0.00950494980010695
1707,5,0.782848348009189,0.503896176373474
1506,28,0.925674080941601,0.157768639191828
1506,29,0.0743259190583993,0.0889709722274951
1606,12,0.925229581178497,0.430911158958897
1606,10,0.0242033017470569,0.0177722323320877
1606,13,0.0505671170744462,0.298281156024989
1306,47,0.47037200296106,0.516963492037666
1306,31,0.526596125049075,0.123697510357265
1306,61,0.00303187198986583,0.00142512627458048
0713,81,0.496970402563194,0.335280861465764
0713,80,0.0891442807081878,0.126102958379341
0713,83,0.205692478118241,0.274054836437707
0713,82,0.208192838610378,1
1804,10,0.000119692559845569,2.91431826787758e-05
1804,9,0.999880307440071,0.214997411733759
0312,94,0.352207719733077,0.0218066644944685
0312,101,0.647792280130289,0.0579848512674035
0709,76,0.115282522895842,0.126969299766553
0709,81,0.0895724372327543,0.0368624763750672
0709,79,0.110096851653687,0.317164333980843
0709,80,0.397989299950151,0.34342749590696
0709,77,0.0738657706759218,0.109751605071464
0709,78,0.21319311759165,0.913091381561811
0801,85,0.013066202412986,0.00372307205900123
0801,81,5.08673860203518e-07,2.12331986972812e-07
0801,88,0.0899153204139684,0.0785298020454219
0801,92,0.758002333749157,0.199170165462493
0801,84,0.0115347105243659,0.010168933155924
0801,72,0.00333943204675992,0.00239628543364644
0801,93,0.117429477489813,0.13199931588689
0801,87,0.00671201468909006,0.00212440094464169
1709,6,0.00870952810959088,0.00539567866405031
1709,2,0.0183348570443391,0.00853341228794876
1709,5,0.972955614845957,0.245118031655429
0302,98,0.999999998986844,0.390878681568594
0407,103,0.999999999660672,0.161003067549235
1308,64,0.0279543284942317,0.00494382770265577
1308,65,0.753187553390945,0.0927634072698661
1308,61,0.218858117852296,0.0216408156369818
0708,69,0.184454674164594,0.564700744143167
0708,81,0.0916684843398216,0.0792537424889994
0512,83,0.210609447721841,0.516693717588148
0512,105,0.384768212289935,0.654534168966256
0512,112,0.0100467018295224,0.0120503477870072
0512,107,0.316892282471966,0.652552754119895
1022,41,0.153830075409314,0.153664181377323
1708,2,0.778654055317265,0.180329823632946
1708,1,0.0107565439010521,0.00374265962924223
1708,5,0.210589400641032,0.026399551440803
1017,45,0.0933891660166314,0.0630940498803872
1706,15,0.629025580940662,0.405732538879723
1706,2,0.0602284695966775,0.0839316570140169
1706,7,0.000214543344993372,0.000237905499661584
1706,5,0.139148771742121,0.104964001212222
1706,3,0.102627252225074,0.171065443691575
1706,14,0.0687112676473131,0.31234466241543
1706,17,4.41145032261064e-05,4.15465210994053e-05
0203,128,0.246374414317422,0.999999994974085
0203,127,0.25590888208147,0.0263112943698789
0203,126,0.491382144140116,0.317535513667465
0203,132,0.00632950304858631,0.00620255779948371
1201,66,0.274724935259628,0.201388773549926
1201,63,0.318053400565911,0.0573334912896708
1303,31,0.991038037150409,0.110194941495815
1303,59,0.00896196282444934,0.0995695600015376
0705,46,0.953782864478932,0.453731875764247
0705,75,0.044793424296286,0.0344516862239609
1402,34,0.905173203815501,0.128542381550802
1402,33,0.094826796184288,0.0160020283555861
0602,92,0.586420128659978,0.0718099930036344
0602,94,0.278400190966676,0.0244213782965079
1109,51,0.00356948989914952,0.00513941306265242
1109,31,0.121527666400878,0.0205862821200879
1109,49,0.000178245904711488,0.000529964202837223
1705,12,0.0996879988778365,0.0359826167443517
1705,16,0.00186392400345949,0.00320241761676998
1705,15,0.519674921426634,0.353779031040808
1705,7,0.359370627915958,0.42059180907774
1705,5,0.0194025277761016,0.0154471410511183
0303,97,0.130729728919182,0.0604778308357664
0303,98,0.869270271030856,0.268168053581466
0110,127,0.0611628244110112,0.0058589888619995
1401,33,0.986682048661777,0.204068122156449
1401,25,0.00246017490836692,0.000337898747554054
1304,61,0.931665206672552,0.342855710032111
1304,59,0.0441137249453902,0.810621594574062
0311,94,0.428604283276341,0.0982446624144626
0311,101,0.571395716607069,0.189355466149936
0318,88,0.133637923894149,0.0915363280374593
0318,58,0.103625491071212,0.0225763951812291
0502,116,0.571822578106326,0.245694599054819
1104,34,0.252019265479673,0.0535989491218834
0601,95,3.26237666181531e-06,7.04720298406479e-06
0601,92,0.536643304129747,0.220201437115143
0601,110,1.69056583864926e-06,6.73044342534068e-06
1801,8,0.252871559114913,0.41273485434353
0404,80,0.049750572928043,0.00780629905027984
0404,104,0.0815480019682618,0.0575456614897301
1501,12,0.22137026654939,0.0653953359699788
1501,28,0.226456839336802,0.0870023897349071
1026,53,0.560611559019428,0.180883257916949
1026,52,0.390466443048108,0.37803328020409
1712,6,0.00998362273208737,0.00921067715315654
1712,7,0.916594072687184,0.505521529479505
1712,5,0.0303631137737163,0.0113914887333931
0401,46,0.315311945009296,0.143089933979793
0401,74,0.0107486226601987,0.00814306133460305
1307,61,0.690358359771374,0.284463083009407
0108,131,0.244159755354688,0.335201419312302
1209,65,0.0474507172648178,0.0332764087996035
1405,24,0.114707045545181,0.0481749669951949
1102,33,0.0395071847921085,0.020701473527966
1109,47,0.0361192014579646,0.0286270114800735
1018,33,0.0648778772321201,0.0423786269919726
1605,12,0.828903853348869,0.102569371782668
0202,126,0.0164584255610127,0.0276293166307273
0202,131,0.0160798070802423,0.0250870886406373
1710,5,0.18785091713723,0.0927836094841993
1207,61,0.00105265775813216,0.000326730330909528
1104,53,0.305910317482976,0.0595933581663141
1104,50,0.0190468925758272,0.00436934700785481
1205,60,0.264324613583325,0.180023532760765
0804,85,0.551391296767432,0.29092881337408
0804,56,0.0876280856345977,0.125507579371104
0804,58,0.231956435462142,0.11931807312065
0804,86,0.129024182135833,0.384679617319686
0604,88,0.0046114170594894,0.00294219502612739
0604,92,0.866743962156274,0.16637222127825
0604,93,0.128644620784233,0.105638550054671
1807,10,0.73182424700991,0.125263543318404
1807,9,0.00117584486588874,0.000177739239789437
1807,11,0.266999907796248,0.701063626420584
0514,81,0.190671518427282,0.0905649949839774
0514,108,0.179143150780228,0.407183011313854
0514,109,0.31006981483553,0.189012213722246
0514,93,0.0466167134577278,0.0596258719259529
0514,107,0.273498802499245,0.215337380354277
1703,2,0.686274473934657,0.167815293479079
1703,1,0.313725526065527,0.115257214068526
1802,9,0.794395267083734,0.300128092194129
1802,8,0.179550876027331,0.326919833624948
1504,28,0.477617803282798,0.0920911748227288
1504,31,0.516056157102727,0.0782597822815887
1504,29,0.00632603961447793,0.00856672618568251
1505,28,0.626654452289648,0.134657249057099
1505,30,0.373345547686668,0.614379633523127
1704,12,0.0430189631560243,0.0150600308222902
1704,18,1.66370840258481e-05,1.15847722168047e-05
1704,16,0.50241844186572,0.83720419198482
1704,15,0.30112316425746,0.198820220622012
1704,25,0.0107280124205137,0.00537269797420836
1704,21,0.142677014500847,0.103467044616387
1704,17,1.77667154350037e-05,1.71279454950121e-05
0805,85,0.253680113376247,0.0345792651435879
0805,58,0.0469049365640071,0.00623334071146464
0805,86,0.699414950059744,0.538722952868384
0712,79,0.0970748334851787,0.279985240768988
0712,80,0.509866998296755,0.440493607436379
0712,83,0.110876162364765,0.0902211094694096
1102,31,0.00512927513441541,0.00127620078344571
1102,52,0.000839078077020902,0.001016926210778
0309,102,0.39843246779919,0.788652540635183
0309,101,0.60156753153054,0.240755064191113
1015,40,0.527150997215346,0.148716661453499
1110,53,0.000109142313919624,3.17556331142606e-05
1110,48,0.295116228979223,0.15236329121606
1110,50,0.355758241803171,0.12189089310912
1110,51,0.0521744636464923,0.0794833488082333
1110,31,0.0418839271690052,0.00750690559041001
1110,52,0.00154229196099827,0.00134649333656659
1110,49,0.253415704127192,0.797207354065596
1013,37,0.08656572456472,0.0858636068626093
1013,32,0.0193741172731328,0.0784463712536678
1013,36,0.471249459446605,0.524735327318537
1013,38,0.422810698715541,0.230741401770608
1016,37,0.239609198246485,0.135452590097214
1016,36,0.0675612014529463,0.0428753295614298
1016,38,0.692829600300569,0.215489771812898
1203,64,0.0303639229438499,0.0194279290200126
1203,66,0.114098668577228,0.152141275383001
1203,63,0.855537408476634,0.280528279262963
0109,132,0.0133755977001979,0.0115173044629753
0109,131,0.749176638376181,0.395349484989085
0109,133,0.237447762472897,0.934238609669773
0502,122,0.0706866930944685,0.0154046168520263
0502,115,0.300914457201964,0.374866720279624
0502,121,0.056576271597229,0.187931560850688
1802,6,0.000178634361213105,0.00026290547251651
1801,6,0.211043281962363,0.27843483907585
1801,7,0.0199061242686785,0.0156999390840336
0102,134,0.999999999969835,0.264668101814982
0504,111,0.107157626099087,0.106014510295802
0504,112,0.892842373900913,0.261591431872028
0317,90,0.0749399366499578,0.028323157115806
0317,88,0.0136133035014289,0.0120381414079631
0317,87,0.909147381269399,0.291348634370741
0317,89,0.0022993784616134,0.00117232626844889
0806,88,0.0676172437852221,0.0377511292454192
0806,58,0.0132608636720246,0.00235487860263234
0806,86,0.0173675340217721,0.0178757028594028
0806,87,0.901754358520973,0.182449851542139
1301,34,0.96000245369233,0.12928184267357
1301,31,0.0399975463076826,0.00303924479085529
1211,64,0.0665482561759981,0.0647518733633566
1211,65,0.911030047844266,0.617316171883642
1211,61,0.0224216956889124,0.012197780519106
0508,105,0.0216968916961389,0.00601080987180242
0508,114,0.120074740142307,0.287308080150642
0508,112,0.320690786401408,0.0626418943756417
0508,107,0.243875255554126,0.0817850708170959
0508,113,0.293662326205993,0.462848911121788
0204,122,0.415643555391968,0.191048153562857
0204,123,0.0124469603111875,0.0246862566172358
1108,34,0.00428699773808014,0.000946042414895311
1015,24,0.0384252010598386,0.0174328140408172
1015,38,0.122003774168366,0.0257156158342827
1015,39,0.312420027556435,0.228641275396836
0103,134,0.999999999962955,0.181500443586291
0104,134,0.795082500614911,0.08634928135446
0104,130,0.204917499350766,0.0779971139721288
0205,120,0.011094220748659,0.251999471468972
0205,119,0.122083724159411,0.776744450273283
0205,122,0.628730806980334,0.51081939511617
0205,123,0.0102378991674555,0.0358908403079096
0205,127,0.227853348944179,0.132131158533011
0601,118,0.181138942212892,0.260225701265907
0511,93,0.288613550230734,0.270540721377614
1801,9,0.516179034552956,0.17481865672615
0204,99,0.000399041297949965,0.000243681523775943
0204,125,0.083525296993616,0.645687853859196
0204,127,0.154074202182721,0.0505474102941835
0204,124,0.0163354848305351,0.433848560339717
0204,126,0.317575458361186,0.654835168969837
0807,58,0.817105492037987,0.119303834114697
0807,87,0.182894507962015,0.0304253432788515
0411,122,0.00319756756723674,0.000287907475878534
0411,111,0.98679766235679,0.369596668018103
0411,112,0.0100047699568281,0.00110972031491781
1408,34,0.232377560471202,0.102489556729898
1408,28,0.0445334474090251,0.014090769751881
1408,31,0.391134888109238,0.0973372613327634
1408,29,0.158938067926227,0.353200902100403
1408,25,0.173016036084308,0.0602176419901912
0902,37,0.534344719210296,0.559649093467719
0902,42,0.366180940426501,0.695562923793904
0902,36,0.000183507982033056,0.000215762279411598
0902,38,0.0142040200066969,0.00818506169800563
0902,43,0.0850868123490724,0.0699212752781566
0511,92,0.0445776975663704,0.00976770983084955
0511,108,0.329918030910784,0.549564066823398
0511,109,0.336890721292112,0.150501997504434
1806,10,0.0257274900303341,0.00448877551182065
1806,9,0.974272509700691,0.150115767033359
1707,6,0.0272361489289286,0.0431100319166958
1707,2,0.179870317350072,0.213887740808731
0708,68,0.0420643652755035,0.114730461257508
0708,80,0.00754702872763903,0.0136813603911392
0708,71,7.20085035219509e-10,2.86763639234221e-09
0708,70,0.568671490091435,0.481899383307686
0708,45,0.102253535036838,0.108005483000412
1011,35,0.199269229858728,0.14269423216933
1011,38,0.0350425454744649,0.00888734501006269
1011,23,0.0419859979587471,0.0718445788230538
1114,57,0.151300440120992,0.72178250486216
0601,94,0.00276241958291231,0.000811986305789236
0601,109,2.34444964427959e-05,1.96134251058093e-05
1605,10,0.0719664766764687,0.0140401876899427
1605,9,0.0991296699747889,0.017078971978089
1603,12,0.00656647487322744,0.00105574685947302
1603,25,0.993433525126778,0.228493348007599
0404,76,0.0712524512796603,0.0142698199404271
0404,79,0.539531696869751,0.282624520704471
1406,25,0.507978279510739,0.103231969241807
1406,26,0.486767350388386,0.534117574351105
0512,106,0.0244504085495862,1
1501,25,0.115192781525909,0.0486810559891954
1501,13,0.157944031251496,0.5909491299819
1501,27,0.279036081336392,0.626974843070888
0708,43,0.00334042164408141,0.00160774521300205
0401,43,0.673939432127846,0.128676812183368
1208,62,0.247366773108506,0.372459367745718
1208,47,0.169700781550947,0.127437282822449
1208,48,0.245054357221511,0.113295764233013
1208,60,0.275906518807073,0.208348969979763
1208,61,0.0619715693119657,0.0199034898054698
1810,10,0.921001251426396,0.227190592598627
1810,11,0.0789987485359422,0.29893637325214
0306,95,0.14256844059437,0.294270133606537
0306,94,0.690702686049867,0.193994900360202
0306,97,0.0103813088434407,0.00868573125640871
0306,96,0.156347564395067,0.112588085488764
0315,90,0.601033066496977,0.460712192072726
0315,92,0.00564014955079034,0.00304328389515723
0315,94,0.232263485239799,0.089775413348365
0315,89,0.161063298712438,0.166547311557532
1406,33,0.00525437010071632,0.00160792975853561
0706,69,0.378951226259553,0.43467356743916
0706,68,0.0466382779955698,0.0476604486161699
0706,80,0.0996661879919709,0.0676943382941258
0706,46,0.00800726323019313,0.00343194639410637
0706,77,0.189886100371426,0.22207601466407
0706,70,0.27685094415129,0.087900661483786
0107,130,0.759476372694185,0.410171350418874
0107,131,0.240523627291648,0.148236565237858
1005,18,0.767329436238047,0.223078336984978
1005,19,0.232670563656003,0.351679105542402
1701,18,0.0190620665039228,0.0134293847368141
1701,15,0.0623457767574754,0.0416484911960839
1701,3,0.0984498861241054,0.169955610836783
1701,14,0.14606426875373,0.687655337583739
1701,17,0.674078001813838,0.657482392694397
0405,103,0.663918743282126,0.198367600161257
0405,104,0.204505467560042,0.939882130403396
0405,105,0.131575789152226,0.0878127068745826
1026,34,0.0489185005029674,0.0172317052989363
1026,40,3.49742949340814e-06,1.37157159426925e-06
0512,80,0.000282889464264932,0.000736859750713842
1029,84,0.185362620291147,0.274657704041732
1029,54,0.0484814197014035,0.0549373215804068
1029,72,0.107376455347619,0.12950183822159
0406,103,0.977174374051524,0.253928080059345
0406,74,0.0228256258082781,0.0213717442387489
0208,118,0.105371615924474,0.160544828565619
0208,123,0.0785323590769161,0.183610765373803
0208,99,0.724101949403036,0.521269166440606
0208,125,0.0291656726343055,0.265787252608569
0208,124,0.0180829347977173,0.566151433268922
0208,100,0.0406625511560896,0.396844303090657
0208,116,0.00408291633357253,0.00436185185560538
0402,103,0.192141404836031,0.0322695176217113
0402,46,0.00147692855136972,0.000535356874391097
0402,74,0.791521305183422,0.478974878580098
0402,75,0.0145324317429824,0.00851664674037659
0402,43,0.000327929405216916,5.0012092373021e-05
0710,68,0.0524353722339441,0.0901405979792748
0710,71,0.00424891022698085,0.0106647218466032
0710,44,0.0539139413646981,0.101766942756236
0710,70,0.489028594060435,0.261192587775006
0710,45,0.400373182113933,0.266541067053674
1101,85,0.274007252923292,0.157562380426171
1101,73,0.0423741551543161,0.181504285235366
1101,56,0.251200454903515,0.392112508951212
1101,55,0.193210386693373,0.301712892515761
1101,84,0.239207750325506,0.425581120675055
0808,58,0.999999386415667,0.332597440502549
0808,66,6.13421327086663e-07,6.05512094954379e-07
1011,37,0.107706746810957,0.0496481309578272
1010,36,0.0533099595355069,0.0222324010260485
1010,19,0.0120233399826568,0.016853824888076
1010,35,0.535491866296017,0.309037225086936
1010,20,0.348631760529058,0.199046811276354
1107,56,0.0185971581017679,0.0270092745374228
1107,53,0.513682946299024,0.173074533449971
1107,55,0.139964365068205,0.2033559751121
1107,51,0.327755530531026,0.578200675961287
1019,34,0.0588990192457953,0.0251766968247485
1019,40,0.0167571665665324,0.00797454044798437
1019,24,0.0843867296311931,0.0645811819084747
1019,33,0.724562737142912,0.368040817882137
1019,39,0.115394347413581,0.14245601346603
0501,119,0.0741063494761793,0.201053380758722
0501,122,0.614287814785795,0.212818857997542
0501,115,0.147544656709323,0.292201398976168
0501,127,0.164061179028671,0.0405687125095957
1712,12,0.0405690453451771,0.00690063462283587
1712,8,0.00249014546183474,0.00284215154975005
1011,32,0.000345012970182827,0.000649206997796421
1011,36,0.61526934581347,0.318384232942663
0108,129,0.352844012175529,0.409047233581595
0108,130,0.274478533751234,0.33021257598423
0108,132,0.128516912670568,0.287894090533867
1114,50,0.293202396158672,0.154714318163915
0410,105,0.108000051861552,0.0662717264245099
0410,112,0.521090108048915,0.225455108230135
0202,127,0.931616960825174,0.248830242520371
0314,91,0.413851185070499,0.774623458761921
1604,12,0.964586094803402,0.269595311348535
1604,8,0.00707865558194389,0.0132754847987425
1604,7,0.0283352496146639,0.0256783283551505
1014,32,0.0337426850806285,0.0740094043733085
1014,40,0.00152564147522273,0.000603655709143116
1014,38,0.883863007064677,0.261288834497961
1014,39,0.0808686663794693,0.0830057694029536
0305,95,0.23739458971944,0.681514452885354
0305,97,0.208875543848011,0.24306550866121
0305,96,0.553729866293818,0.554601102760681
0904,18,0.999657782891153,0.0130933600220182
0904,17,0.000342216759323616,6.20567274372426e-06
0513,118,2.20796584819358e-05,3.28543087646461e-05
0513,92,0.59708798050973,0.253766555813427
0513,110,0.00282860540039131,0.0116639480776174
0513,108,0.0133869682421356,0.0432529218627484
0513,109,0.148966576042339,0.129081198906753
0513,93,0.237707790146912,0.43219554075488
1011,20,0.000381121113450722,0.000269997376240007
0308,102,0.15656769561685,0.210181437021599
0308,101,0.843432303960737,0.228929882755586
0105,134,0.999999997899687,0.16679704575798
1106,53,0.445961505803067,0.0708557986845526
1106,50,0.472139647994816,0.0883358854871118
1106,51,0.0818988462020834,0.068131249319208
1010,18,0.0505430736567647,0.0136271618346738
1209,64,0.388565272814357,0.391289647729781
1102,34,0.95452446199647,0.420903884368332
0415,127,0.676434354860539,0.230519936019975
1711,1,0.802515988590038,0.658696299345961
1304,31,3.75301237437093e-06,6.90195811745388e-07
0318,87,0.762736585013809,0.189330737161051
0314,90,0.586148814590578,0.284656944032818
0712,104,0.000645611083174087,0.00250845230906706
0712,105,0.281536394770011,0.158848211159982
1507,28,0.918485556244097,0.175780381219629
1507,30,0.0815144437559033,0.119469450424375
1307,62,0.219778923476398,0.424559113115895
1307,47,0.0898627167522271,0.0865778491310029
1108,48,0.000442925911139846,0.00015886538359274
1405,33,0.728030466448368,0.202940649063004
1405,25,0.000620032889526273,0.000114777529940868
1405,26,0.0938091244120677,0.0937634519828494
1405,21,0.0628333307048566,0.0168425211001449
0313,90,0.140541181626501,0.0954193409292979
0313,94,0.717823062768048,0.245751034540044
0313,101,0.0555466961764092,0.0274931554968465
0313,91,0.0860890593676937,0.225275169338982
0412,122,0.170017991422935,0.0147426411743541
0412,127,0.808637512446715,0.0500473961850833
0412,111,0.0213444958503503,0.00769897729738646
0903,42,0.446500692058829,0.243949450882492
0903,43,0.553499307727275,0.130828146564498
1021,40,0.910147911597978,0.270582557812807
1021,39,0.0898520884020208,0.0692958409127242
0509,110,0.064138106205214,0.131441612826189
0509,109,0.196612251200062,0.0846697477745683
0509,117,0.0745410311533033,0.0939515256896831
0509,114,0.17958110484817,0.712691919849379
0509,112,0.298875226256616,0.0968307575061069
0509,107,0.0904754400718228,0.0503247947087317
0509,113,0.0957768402648379,0.2503782087986
0206,122,0.0168839044926188,0.00218990486586867
0206,123,0.94249976421113,0.527477273757622
0206,125,0.0405817015463282,0.0885248927134486
1018,21,0.0593410539807782,0.0372737453295242
1018,39,0.199856076147043,0.317280854492752
1809,12,0.0977936974227201,0.0269929759434704
1809,10,0.90214332087545,0.392594828735012
1809,9,6.2981701846749e-05,2.42046508045193e-05
0101,134,0.999999999777397,0.224399911235853
0404,105,0.257917276562358,0.0264297228154762
0409,103,0.999999999615055,0.086489834526007
1020,40,0.731288800958714,0.118150463358283
1020,41,0.268711199041281,0.314505329419084
0108,134,7.86011614403272e-07,2.69811983162087e-07
0203,133,5.05432091858828e-06,2.26316438728606e-05
0206,121,3.46264141867175e-05,6.84560824543474e-05
1009,18,0.0356812938043547,0.0130217775781927
1009,24,0.0969134215342744,0.0577119384223342
1009,35,0.161782111537156,0.126378830229503
1009,23,0.145533831371163,0.271663405701171
1009,20,0.21947711921235,0.169614681655606
1009,22,0.336885023642994,0.945119516400123
1009,21,0.00372719889774152,0.00141660898036006
1209,62,0.0768996955476095,0.202981519138387
1027,54,0.0004672489479811,0.000434209450385616
1027,41,0.00746327451408022,0.0162533021131238
1114,85,0.123004054989997,0.0875230139164205
1114,56,0.0376458167254433,0.0727142217261934
0705,77,0.00138466786456436,0.00179741134076635
0705,74,3.90433602154487e-05,3.10072457833803e-05
0602,97,0.124775375275315,0.0326050322897971
0602,89,0.0104043050978587,0.00244162117931588
1209,60,0.00328901872081339,0.00435401661254155
1109,48,0.441959095424639,0.215654503452996
1109,50,0.396646300912568,0.128442544579415
0110,132,0.760539005578717,0.694386046772013
0110,131,0.164844731460193,0.0922388470155364
0110,133,0.0134534383549604,0.056126100084223
0707,76,0.218316921636221,0.262821799848083
0707,69,1.70736032326136e-05,2.71958727787398e-05
0707,46,0.033091510243282,0.0196956754603615
0707,77,0.299391093491197,0.486233925679803
0707,74,0.00354045708823916,0.00351787056027243
0707,75,0.427078452816231,0.410968368572566
0707,78,0.0185644911216232,0.0869086184381894
0106,131,0.00194496696887583,0.000998082771561215
0507,118,0.167260584096294,0.0829955701878593
0507,110,0.327766843709656,0.450712446875655
0507,109,0.0547099600845883,0.0158089080641145
0507,117,0.450262612109501,0.380795767920883
1002,18,0.153125995506779,0.0417166118875172
1002,16,0.00022415780865844,0.000146140136646568
1002,15,7.63312579596007e-05,1.97182614392732e-05
1002,21,0.0491731271308217,0.0139516532442541
1002,17,0.797400388295781,0.300762982947113
0505,118,0.250461667930911,0.254860366778009
0505,92,9.59417777543491e-06,2.7884629001402e-06
0505,99,2.23523728105669e-05,1.07466797535954e-05
0505,117,0.291883723152836,0.506215962229281
0505,97,0.0615480670227938,0.0381725578233808
0505,116,0.396074595342658,0.282595845415661
0410,103,0.173046198811701,0.0475379897617745
0410,111,0.1978636412161,0.289072483652908
0601,117,8.73251239848782e-07,2.13817129054156e-06
0601,97,0.279426063384312,0.244670202185025
1018,40,0.0249168239261205,0.0152485314775082
1018,24,0.651008168713935,0.640690861177675
0510,118,3.66365183015603e-06,3.2479455533654e-06
0510,110,0.165327726748916,0.406175261777102
0510,109,0.834668609599254,0.430906255471884
1309,65,0.999999999304887,0.0294328749025246
0714,81,0.497819933252995,0.320697938663778
0714,73,0.153396633382276,0.502471145311578
